CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Combined_Score,RFM_Score_Label,Customer_Segment,Cluster,churn_prediction,churn_probability
15452,26,3,1177.68,4,3,4,11,4-3-4,Loyal Mid-Tier,0,0,0.007
15454,254,1,97.04,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9681
15456,39,7,1152.29,3,5,4,12,3-5-4,Loyal Mid-Tier,0,0,0.002
15458,38,1,129.6,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.0561
15459,53,2,120.48,3,3,1,7,3-3-1,Fading Customers,1,1,0.5292
15462,81,1,469.8,2,1,3,6,2-1-3,Occasional Browsers,1,1,0.6482
15465,5,15,1852.07,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0026
15466,25,3,1128.38,4,3,4,11,4-3-4,Loyal Mid-Tier,0,0,0.0026
15468,28,1,706.93,4,1,4,9,4-1-4,Promising Newcomers,1,0,0.01
15469,74,1,288.9,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9656
15470,211,1,8.4,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9683
15471,16,2,443.53,4,3,3,10,4-3-3,Loyal Mid-Tier,1,0,0.0391
15474,231,1,124.85,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9663
15476,16,4,1154.31,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.0049
15478,211,1,310.76,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9054
15479,369,1,147.4,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9578
15480,105,2,2060.96,2,3,5,10,2-3-5,Fading Customers,1,1,0.8361
15481,37,1,269.4,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0493
15482,22,3,327.45,4,3,3,10,4-3-3,Loyal Mid-Tier,1,0,0.0049
15483,21,6,553.66,4,5,3,12,4-5-3,Loyal Mid-Tier,0,0,0.0021
15484,176,2,761.03,2,3,4,9,2-3-4,Fading Customers,1,1,0.7167
15485,9,4,514.39,5,4,3,12,5-4-3,Loyal Mid-Tier,0,0,0.0023
15487,315,1,231.32,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9646
15488,93,2,106.38,2,3,1,6,2-3-1,Fading Customers,1,1,0.7897
15489,36,5,847.3,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.0023
15490,66,1,202.9,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0641
15493,25,4,1515.64,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.0068
15494,114,3,1763.56,2,3,5,10,2-3-5,Fading Customers,0,1,0.7325
15495,15,1,226.6,5,1,2,8,5-1-2,Promising Newcomers,1,0,0.0109
15496,267,1,120.64,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9722
15497,18,2,246.6,4,3,2,9,4-3-2,Occasional Browsers,1,0,0.0292
15498,2,18,5836.46,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.002
15499,359,1,134.8,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9651
15501,40,2,322.0,3,3,3,9,3-3-3,Loyal Mid-Tier,1,0,0.0416
15502,4,5,1700.49,5,4,5,14,5-4-5,High-Value Regulars,0,0,0.0073
15503,362,1,116.26,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9511
15504,156,3,294.17,2,3,2,7,2-3-2,Fading Customers,1,1,0.8494
15506,17,3,903.09,4,3,4,11,4-3-4,Loyal Mid-Tier,0,0,0.0073
15509,16,1,71.86,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0085
15512,26,1,106.38,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0092
15513,35,13,2340.99,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0021
15514,15,7,1646.16,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0023
15515,23,1,91.65,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0146
15518,15,7,1708.85,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0018
15519,19,2,156.15,4,3,1,8,4-3-1,Occasional Browsers,1,1,0.7002
15521,36,8,2269.26,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0018
15523,51,10,813.14,3,5,4,12,3-5-4,Loyal Mid-Tier,0,0,0.0026
15524,242,1,15.0,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9701
15525,9,2,343.38,5,3,3,11,5-3-3,Loyal Mid-Tier,0,0,0.0076
15527,30,14,1904.51,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0024
15529,2,2,998.82,5,3,4,12,5-3-4,Loyal Mid-Tier,0,0,0.0068
15530,148,1,202.69,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9571
15532,12,6,1653.12,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.013
15534,361,1,154.3,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9379
15535,40,2,317.17,3,3,3,9,3-3-3,Loyal Mid-Tier,1,0,0.0647
15536,45,1,228.49,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0362
15540,11,1,239.82,5,1,2,8,5-1-2,Promising Newcomers,1,0,0.0101
15542,148,3,709.16,2,4,4,10,2-4-4,Dormant Spenders,1,1,0.8782
15543,95,1,88.9,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9528
15544,8,12,3789.46,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0019
15545,7,1,100.98,5,1,1,7,5-1-1,Promising Newcomers,1,0,0.013
15547,12,12,3892.72,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0022
15548,231,1,98.74,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9613
15549,57,5,504.0,3,4,3,10,3-4-3,Loyal Mid-Tier,0,0,0.0045
15550,14,8,1094.47,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0021
15551,30,6,1117.4,4,5,4,13,4-5-4,High-Value Regulars,0,0,0.0091
15552,259,1,131.2,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9621
15555,1,21,5218.94,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0027
15558,275,1,71.53,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9697
15559,204,1,936.4,1,1,4,6,1-1-4,Dormant Spenders,1,1,0.9343
15560,33,2,153.52,4,3,1,8,4-3-1,Occasional Browsers,1,1,0.6446
15561,19,4,558.12,4,4,3,11,4-4-3,Loyal Mid-Tier,0,0,0.0021
15562,60,2,120.86,3,3,1,7,3-3-1,Fading Customers,1,0,0.0302
15563,150,3,1226.96,2,4,4,10,2-4-4,Dormant Spenders,1,1,0.9522
15564,99,2,70.74,2,3,1,6,2-3-1,Fading Customers,1,1,0.6605
15566,28,2,213.37,4,3,2,9,4-3-2,Occasional Browsers,1,0,0.0197
15569,26,5,362.56,4,4,3,11,4-4-3,Loyal Mid-Tier,0,0,0.0078
15570,5,13,3256.64,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0099
15571,22,10,2376.89,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0027
15572,16,3,1122.47,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.0048
15573,254,3,430.93,1,4,3,8,1-4-3,Occasional Browsers,1,1,0.8839
15574,8,3,563.76,5,4,3,12,5-4-3,Loyal Mid-Tier,0,0,0.0103
15575,255,1,30.1,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9785
15577,359,2,97.35,1,3,1,5,1-3-1,Occasional Browsers,1,1,0.8579
15579,19,3,636.63,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.0062
15580,12,8,1138.09,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0018
15581,2,26,3147.76,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0025
15583,12,1,87.46,5,1,1,7,5-1-1,Promising Newcomers,1,0,0.0097
15584,35,2,408.09,4,3,3,10,4-3-3,Loyal Mid-Tier,1,0,0.0183
15586,228,3,555.9,1,4,3,8,1-4-3,Occasional Browsers,1,1,0.9254
15590,18,5,1337.3,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.0058
15591,218,2,53.2,1,3,1,5,1-3-1,Occasional Browsers,1,1,0.8345
15595,123,1,64.8,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9694
15596,1,5,1318.35,5,4,5,14,5-4-5,High-Value Regulars,0,0,0.0082
15597,211,1,238.8,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9699
15598,63,1,297.39,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0415
15599,81,1,433.12,2,1,3,6,2-1-3,Occasional Browsers,1,1,0.6761
15600,64,4,910.04,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0068
15601,8,17,6337.2,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0021
15602,4,8,1161.9,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.002
15603,284,1,40.0,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.964
15605,9,5,650.92,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.0021
15606,26,8,789.95,4,5,4,13,4-5-4,High-Value Regulars,0,0,0.009
15607,179,8,1102.56,1,5,4,10,1-5-4,Dormant Spenders,0,1,0.961
15608,51,1,641.95,3,1,4,8,3-1-4,Big Spender Infrequent,1,0,0.0842
15611,37,11,587.43,3,5,4,12,3-5-4,Loyal Mid-Tier,0,0,0.0034
15613,246,1,305.5,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9428
15614,73,4,710.08,2,4,4,10,2-4-4,Dormant Spenders,0,0,0.2782
15615,26,23,6128.71,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0022
15616,74,1,166.26,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9033
15617,32,3,558.3,4,4,3,11,4-4-3,Loyal Mid-Tier,0,0,0.0075
15620,45,1,304.01,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0539
15622,63,8,3406.53,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0044
15623,29,7,1567.62,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0017
15625,12,5,1499.34,5,4,5,14,5-4-5,High-Value Regulars,0,0,0.0066
15626,57,1,376.6,3,1,3,7,3-1-3,Occasional Browsers,1,1,0.5902
15627,93,2,296.42,2,3,2,7,2-3-2,Fading Customers,1,1,0.7142
15628,2,9,2429.7,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0018
15629,86,4,1076.0,2,4,4,10,2-4-4,Dormant Spenders,0,1,0.7208
15630,280,1,295.05,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9417
15631,278,1,508.39,1,1,3,5,1-1-3,Occasional Browsers,1,1,0.7496
15633,145,12,2424.13,2,5,5,12,2-5-5,Dormant Spenders,0,1,0.8383
15634,19,1,311.1,4,1,3,8,4-1-3,Promising Newcomers,1,0,0.0257
15636,73,2,520.17,2,3,3,8,2-3-3,Fading Customers,1,1,0.6905
15637,49,3,306.3,3,4,2,9,3-4-2,Occasional Browsers,1,0,0.0273
15638,72,3,132.0,2,4,1,7,2-4-1,Occasional Browsers,1,0,0.2999
15639,87,2,570.96,2,3,3,8,2-3-3,Fading Customers,1,1,0.5858
15640,8,11,3261.88,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0019
15641,32,8,2578.82,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0018
15645,50,2,196.21,3,3,2,8,3-3-2,Fading Customers,1,0,0.4784
15646,8,3,453.57,5,4,3,12,5-4-3,Loyal Mid-Tier,0,0,0.0055
15647,51,1,169.0,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0454
15649,23,1,35.6,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0205
15650,157,2,451.33,2,3,3,8,2-3-3,Fading Customers,1,1,0.8459
15651,56,2,325.4,3,3,3,9,3-3-3,Loyal Mid-Tier,1,0,0.0473
15652,23,4,531.35,4,4,3,11,4-4-3,Loyal Mid-Tier,0,0,0.0081
15658,8,4,1069.57,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.0019
15659,22,2,83.04,4,3,1,8,4-3-1,Occasional Browsers,1,0,0.2017
15660,1,7,968.92,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0026
15661,15,6,422.07,5,5,3,13,5-5-3,Loyal Mid-Tier,0,0,0.0076
15662,297,2,145.42,1,3,1,5,1-3-1,Occasional Browsers,1,1,0.7935
15664,85,3,705.85,2,4,4,10,2-4-4,Dormant Spenders,1,1,0.646
15665,47,3,1491.86,3,4,5,12,3-4-5,Loyal Mid-Tier,0,0,0.0082
15666,108,2,506.33,2,3,3,8,2-3-3,Fading Customers,1,1,0.7297
15670,192,1,80.0,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9641
15672,361,1,32.55,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9726
15673,87,5,1827.17,2,4,5,11,2-4-5,Dormant Spenders,0,1,0.8079
15674,53,8,3319.89,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0021
15675,40,1,186.55,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0421
15677,57,2,490.25,3,3,3,9,3-3-3,Loyal Mid-Tier,1,0,0.0748
15678,31,2,979.27,4,3,4,11,4-3-4,Loyal Mid-Tier,0,0,0.0088
15680,2,8,2729.94,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0018
15681,15,5,401.9,5,4,3,12,5-4-3,Loyal Mid-Tier,0,0,0.0051
15682,235,2,318.24,1,3,3,7,1-3-3,Occasional Browsers,1,1,0.912
15683,109,1,287.49,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9588
15684,183,3,116.25,1,4,1,6,1-4-1,Occasional Browsers,1,1,0.6144
15685,86,1,38.98,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9445
15688,54,1,172.67,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0529
15689,253,1,205.98,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9572
15691,30,3,189.3,4,4,2,10,4-4-2,Occasional Browsers,1,0,0.043
15694,1,9,589.4,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0029
15695,233,2,493.4,1,3,3,7,1-3-3,Occasional Browsers,1,1,0.9256
15696,59,5,687.86,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0056
15697,325,1,219.9,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9283
15698,260,1,15.0,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9638
15702,112,1,86.72,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9686
15704,138,2,1048.31,2,3,4,9,2-3-4,Fading Customers,1,1,0.8379
15708,5,3,693.27,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.0105
15709,225,1,73.3,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9576
15710,53,1,708.0,3,1,4,8,3-1-4,Big Spender Infrequent,1,0,0.1055
15711,192,2,384.45,1,3,3,7,1-3-3,Occasional Browsers,1,1,0.8875
15712,15,7,1742.35,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.002
15713,2,3,511.94,5,4,3,12,5-4-3,Loyal Mid-Tier,0,0,0.0017
15714,89,2,184.93,2,3,2,7,2-3-2,Fading Customers,1,1,0.7154
15715,191,5,574.52,1,4,3,8,1-4-3,Occasional Browsers,1,1,0.9326
15716,5,8,1533.83,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.002
15717,57,4,338.3,3,4,3,10,3-4-3,Loyal Mid-Tier,1,0,0.0707
15718,176,1,293.79,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9745
15719,17,18,4407.25,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0022
15720,186,1,91.39,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9796
15722,81,5,895.5,2,4,4,10,2-4-4,Dormant Spenders,0,1,0.8578
15723,47,3,456.86,3,4,3,10,3-4-3,Loyal Mid-Tier,1,0,0.0568
15724,36,1,92.6,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.01
15726,26,1,199.91,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.011
15727,23,7,2966.75,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.002
15728,15,2,166.6,5,3,2,10,5-3-2,Occasional Browsers,1,1,0.6143
15729,36,2,107.55,4,3,1,8,4-3-1,Occasional Browsers,1,1,0.7666
15730,17,2,525.95,4,3,3,10,4-3-3,Loyal Mid-Tier,1,0,0.0794
15731,189,1,125.3,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.967
15732,8,9,1236.66,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0024
15734,72,2,167.3,2,3,2,7,2-3-2,Fading Customers,1,1,0.6445
15735,57,1,293.78,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0477
15736,71,2,1240.94,3,3,5,11,3-3-5,Loyal Mid-Tier,1,0,0.0551
15738,8,26,3988.61,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0025
15741,94,2,195.87,2,3,2,7,2-3-2,Fading Customers,1,1,0.7462
15742,255,1,100.77,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9775
15747,11,6,1171.57,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0018
15748,85,2,51.1,2,3,1,6,2-3-1,Fading Customers,1,1,0.7268
15750,2,12,3351.44,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0024
15751,96,10,1000.72,2,5,4,11,2-5-4,Dormant Spenders,0,1,0.8352
15752,8,3,1432.35,5,4,5,14,5-4-5,High-Value Regulars,0,0,0.0091
15754,135,4,1453.34,2,4,5,11,2-4-5,Dormant Spenders,0,1,0.932
15755,15,11,3238.66,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0019
15757,22,4,1779.19,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.0096
15759,147,3,115.65,2,4,1,7,2-4-1,Occasional Browsers,1,1,0.6053
15761,78,1,37.95,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.8793
15764,70,2,974.32,3,3,4,10,3-3-4,Loyal Mid-Tier,1,0,0.0483
15765,302,1,298.38,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9359
15766,92,2,173.7,2,3,2,7,2-3-2,Fading Customers,1,1,0.5235
15768,112,31,6742.22,2,5,5,12,2-5-5,Dormant Spenders,0,1,0.8905
15769,10,1,30.6,5,1,1,7,5-1-1,Promising Newcomers,1,0,0.0149
15770,248,1,283.2,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9722
15771,240,3,368.65,1,4,3,8,1-4-3,Occasional Browsers,1,1,0.9258
15772,54,1,224.08,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0483
15773,45,1,122.94,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.038
15774,54,5,749.84,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0062
15777,32,3,162.0,4,4,2,10,4-4-2,Occasional Browsers,1,1,0.5467
15778,67,1,282.45,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0746
15779,99,2,85.83,2,3,1,6,2-3-1,Fading Customers,1,1,0.8669
15782,66,1,154.5,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.0481
15784,103,2,533.48,2,3,3,8,2-3-3,Fading Customers,1,1,0.6662
15785,15,11,1555.65,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0024
15786,53,2,2828.3,3,3,5,11,3-3-5,Loyal Mid-Tier,0,0,0.0175
15788,144,1,157.33,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9435
15789,67,5,1157.66,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0067
15791,165,3,1479.32,2,4,5,11,2-4-5,Dormant Spenders,1,1,0.9738
15792,35,2,888.12,4,3,4,11,4-3-4,Loyal Mid-Tier,1,0,0.027
15793,14,5,120.0,5,4,1,10,5-4-1,Occasional Browsers,0,0,0.012
15794,373,1,123.15,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9308
15795,66,7,1298.38,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0065
15796,10,9,1467.52,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0066
15798,128,3,1382.28,2,4,5,11,2-4-5,Dormant Spenders,1,1,0.8614
15799,54,1,387.68,3,1,3,7,3-1-3,Occasional Browsers,1,1,0.6382
15800,89,5,306.63,2,4,2,8,2-4-2,Occasional Browsers,1,1,0.7252
15803,81,2,515.7,2,3,3,8,2-3-3,Fading Customers,1,1,0.5078
15805,21,13,3391.73,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0018
15807,44,2,653.88,3,3,4,10,3-3-4,Loyal Mid-Tier,1,0,0.0274
15808,5,18,6905.36,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0026
15809,95,2,257.04,2,3,2,7,2-3-2,Fading Customers,1,1,0.7036
15810,22,4,1069.76,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.0016
15811,1,2,1202.08,5,3,4,12,5-3-4,Loyal Mid-Tier,0,0,0.0087
15812,71,7,425.02,3,5,3,11,3-5-3,Loyal Mid-Tier,0,0,0.0024
15814,29,2,380.51,4,3,3,10,4-3-3,Loyal Mid-Tier,1,0,0.0574
15816,178,2,93.3,1,3,1,5,1-3-1,Occasional Browsers,1,1,0.808
15817,56,3,2279.4,3,4,5,12,3-4-5,Loyal Mid-Tier,0,0,0.014
15818,224,1,123.5,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9463
15819,67,6,1902.06,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0063
15822,129,4,441.09,2,4,3,9,2-4-3,Occasional Browsers,1,1,0.8423
15823,367,1,2400.67,1,1,5,7,1-1-5,Dormant Spenders,1,1,0.9519
15824,89,2,249.3,2,3,2,7,2-3-2,Fading Customers,1,1,0.6641
15826,204,1,509.26,1,1,3,5,1-1-3,Occasional Browsers,1,1,0.8158
15827,8,15,1021.68,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0024
15828,11,1,692.57,5,1,4,10,5-1-4,Promising Newcomers,1,0,0.0334
15833,373,1,80.4,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9734
15834,12,3,1302.94,5,4,5,14,5-4-5,High-Value Regulars,0,0,0.0082
15837,121,1,322.38,2,1,3,6,2-1-3,Occasional Browsers,1,1,0.7229
15841,22,4,350.9,4,4,3,11,4-4-3,Loyal Mid-Tier,0,0,0.002
15842,29,2,389.68,4,3,3,10,4-3-3,Loyal Mid-Tier,1,0,0.0609
15845,172,3,499.96,2,4,3,9,2-4-3,Occasional Browsers,1,1,0.9312
15846,21,1,107.01,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0103
15847,64,3,356.8,3,4,3,10,3-4-3,Loyal Mid-Tier,1,0,0.0562
15848,257,1,121.04,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9584
15850,12,4,611.18,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.002
15851,162,1,70.73,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9541
15852,162,1,9.35,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9238
15854,12,8,1083.77,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0021
15855,112,1,128.8,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.968
15856,1,26,4479.82,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0026
15857,66,1,73.08,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.0636
15858,3,9,1845.58,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0019
15859,68,1,244.16,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0486
15860,4,10,1196.08,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0021
15861,92,4,1037.64,2,4,4,10,2-4-4,Dormant Spenders,0,1,0.8418
15862,9,10,1577.82,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0019
15863,253,3,245.11,1,4,2,7,1-4-2,Occasional Browsers,1,1,0.8269
15864,17,1,12.6,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0121
15865,49,2,930.03,3,3,4,10,3-3-4,Loyal Mid-Tier,1,0,0.0042
15867,5,16,3746.16,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0026
15868,219,1,41.43,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9742
15869,262,1,171.47,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.959
15870,32,3,291.47,4,4,2,10,4-4-2,Occasional Browsers,1,1,0.733
15871,73,1,6.7,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9514
15872,14,2,306.7,5,3,2,10,5-3-2,Occasional Browsers,1,0,0.3503
15874,23,12,2977.81,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0019
15875,282,1,108.52,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9657
15878,197,2,206.06,1,3,2,6,1-3-2,Occasional Browsers,1,1,0.6235
15879,40,3,733.91,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0023
15880,5,1,292.18,5,1,2,8,5-1-2,Promising Newcomers,1,0,0.0106
15882,4,5,518.65,5,4,3,12,5-4-3,Loyal Mid-Tier,0,0,0.0024
15884,68,2,96.7,3,3,1,7,3-3-1,Fading Customers,1,0,0.0267
15885,52,9,578.07,3,5,3,11,3-5-3,Loyal Mid-Tier,0,0,0.0091
15886,52,3,391.3,3,4,3,10,3-4-3,Loyal Mid-Tier,1,0,0.0385
15887,191,1,383.15,1,1,3,5,1-1-3,Occasional Browsers,1,1,0.8171
15888,36,2,139.0,4,3,1,8,4-3-1,Occasional Browsers,1,1,0.6131
15889,5,7,1069.23,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0018
15890,30,3,96.65,4,4,1,9,4-4-1,Occasional Browsers,1,0,0.3629
15892,305,1,94.75,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9779
15894,5,1,143.49,5,1,1,7,5-1-1,Promising Newcomers,1,0,0.0081
15898,3,22,3581.73,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0023
15899,4,1,43.5,5,1,1,7,5-1-1,Promising Newcomers,1,0,0.0132
15900,49,3,370.73,3,4,3,10,3-4-3,Loyal Mid-Tier,1,0,0.0598
15901,87,2,291.24,2,3,2,7,2-3-2,Fading Customers,1,1,0.5199
15902,16,1,107.85,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.012
15903,113,1,61.2,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9766
15905,179,1,98.79,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9622
15906,10,3,350.1,5,4,3,12,5-4-3,Loyal Mid-Tier,0,0,0.0094
15908,148,1,146.39,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.957
15910,36,7,1256.43,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0019
15911,259,8,1482.24,1,5,5,11,1-5-5,Dormant Spenders,0,1,0.9622
15912,72,7,435.32,2,5,3,10,2-5-3,Occasional Browsers,0,0,0.0219
15913,170,1,6.3,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9546
15914,14,2,44.73,5,3,1,9,5-3-1,Occasional Browsers,1,1,0.6946
15915,37,1,286.26,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0379
15916,2,6,1262.03,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0018
15917,242,4,348.27,1,4,3,8,1-4-3,Occasional Browsers,1,1,0.9077
15918,267,1,248.65,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9681
