CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Combined_Score,RFM_Score_Label,Customer_Segment
15382,10,6,4790.08,5,5,5,15,5-5-5,High-Value Regulars
15384,17,2,946.78,4,3,4,11,4-3-4,Loyal Mid-Tier
15385,28,2,100.8,4,3,1,8,4-3-1,Occasional Browsers
15387,128,1,367.35,2,1,3,6,2-1-3,Occasional Browsers
15390,32,2,1216.66,4,3,4,11,4-3-4,Loyal Mid-Tier
15391,220,1,75.2,1,1,1,3,1-1-1,Disengaged Low-Value
15392,10,3,741.18,5,3,4,12,5-3-4,Loyal Mid-Tier
15393,203,3,404.53,1,3,3,7,1-3-3,Occasional Browsers
15394,31,7,1970.24,4,5,5,14,4-5-5,High-Value Regulars
15400,127,2,185.0,2,3,2,7,2-3-2,Fading Customers
15401,88,2,168.75,2,3,2,7,2-3-2,Fading Customers
15402,23,4,819.39,4,4,4,12,4-4-4,High-Value Regulars
15403,127,1,20.4,2,1,1,4,2-1-1,Disengaged Low-Value
15404,11,1,203.68,5,1,2,8,5-1-2,Promising Newcomers
15405,212,1,279.04,1,1,2,4,1-1-2,Disengaged Low-Value
15406,89,2,407.91,2,3,3,8,2-3-3,Fading Customers
15409,357,1,115.95,1,1,1,3,1-1-1,Disengaged Low-Value
15410,204,2,561.5,1,3,3,7,1-3-3,Occasional Browsers
15413,327,1,16.5,1,1,1,3,1-1-1,Disengaged Low-Value
15416,114,2,494.83,2,3,3,8,2-3-3,Fading Customers
15418,61,2,390.77,3,3,3,9,3-3-3,Loyal Mid-Tier
15420,70,6,660.06,3,5,4,12,3-5-4,Loyal Mid-Tier
15421,21,6,2494.45,4,5,5,14,4-5-5,High-Value Regulars
15422,15,5,1031.62,5,4,4,13,5-4-4,High-Value Regulars
15423,217,2,139.74,1,3,1,5,1-3-1,Occasional Browsers
15424,99,1,214.44,2,1,2,5,2-1-2,Disengaged Low-Value
15425,36,4,1462.27,4,4,5,13,4-4-5,High-Value Regulars
15426,5,5,796.92,5,4,4,13,5-4-4,High-Value Regulars
15428,23,3,561.77,4,3,3,10,4-3-3,Loyal Mid-Tier
15430,103,2,508.65,2,3,3,8,2-3-3,Fading Customers
15432,177,1,73.07,2,1,1,4,2-1-1,Disengaged Low-Value
15434,10,6,1239.58,5,5,5,15,5-5-5,High-Value Regulars
15437,276,1,177.39,1,1,2,4,1-1-2,Disengaged Low-Value
15439,40,3,677.35,3,3,4,10,3-3-4,Loyal Mid-Tier
15441,32,3,821.47,4,3,4,11,4-3-4,Loyal Mid-Tier
15443,110,7,1617.59,2,5,5,12,2-5-5,Dormant Spenders
15445,226,1,112.85,1,1,1,3,1-1-1,Disengaged Low-Value
15446,12,3,383.3,5,3,3,11,5-3-3,Loyal Mid-Tier
15447,163,4,270.46,2,4,2,8,2-4-2,Occasional Browsers
15448,310,1,231.45,1,1,2,4,1-1-2,Disengaged Low-Value
15451,70,2,168.36,3,3,2,8,3-3-2,Fading Customers
15452,26,3,1177.68,4,3,4,11,4-3-4,Loyal Mid-Tier
15454,254,1,97.04,1,1,1,3,1-1-1,Disengaged Low-Value
15456,39,7,1152.29,3,5,4,12,3-5-4,Loyal Mid-Tier
15458,38,1,129.6,3,1,1,5,3-1-1,Occasional Browsers
15459,53,2,120.48,3,3,1,7,3-3-1,Fading Customers
15462,81,1,469.8,2,1,3,6,2-1-3,Occasional Browsers
15465,5,15,1852.07,5,5,5,15,5-5-5,High-Value Regulars
15466,25,3,1128.38,4,3,4,11,4-3-4,Loyal Mid-Tier
15468,28,1,706.93,4,1,4,9,4-1-4,Promising Newcomers
15469,74,1,288.9,2,1,2,5,2-1-2,Disengaged Low-Value
15470,211,1,8.4,1,1,1,3,1-1-1,Disengaged Low-Value
15471,16,2,443.53,4,3,3,10,4-3-3,Loyal Mid-Tier
15474,231,1,124.85,1,1,1,3,1-1-1,Disengaged Low-Value
15476,16,4,1154.31,4,4,4,12,4-4-4,High-Value Regulars
15478,211,1,310.76,1,1,2,4,1-1-2,Disengaged Low-Value
15479,369,1,147.4,1,1,1,3,1-1-1,Disengaged Low-Value
15480,105,2,2060.96,2,3,5,10,2-3-5,Fading Customers
15481,37,1,269.4,3,1,2,6,3-1-2,Occasional Browsers
15482,22,3,327.45,4,3,3,10,4-3-3,Loyal Mid-Tier
15483,21,6,553.66,4,5,3,12,4-5-3,Loyal Mid-Tier
15484,176,2,761.03,2,3,4,9,2-3-4,Fading Customers
15485,9,4,514.39,5,4,3,12,5-4-3,Loyal Mid-Tier
15487,315,1,231.32,1,1,2,4,1-1-2,Disengaged Low-Value
15488,93,2,106.38,2,3,1,6,2-3-1,Fading Customers
15489,36,5,847.3,4,4,4,12,4-4-4,High-Value Regulars
15490,66,1,202.9,3,1,2,6,3-1-2,Occasional Browsers
15493,25,4,1515.64,4,4,5,13,4-4-5,High-Value Regulars
15494,114,3,1763.56,2,3,5,10,2-3-5,Fading Customers
15495,15,1,226.6,5,1,2,8,5-1-2,Promising Newcomers
15496,267,1,120.64,1,1,1,3,1-1-1,Disengaged Low-Value
15497,18,2,246.6,4,3,2,9,4-3-2,Occasional Browsers
15498,2,18,5836.46,5,5,5,15,5-5-5,High-Value Regulars
15499,359,1,134.8,1,1,1,3,1-1-1,Disengaged Low-Value
15501,40,2,322.0,3,3,3,9,3-3-3,Loyal Mid-Tier
15502,4,5,1700.49,5,4,5,14,5-4-5,High-Value Regulars
15503,362,1,116.26,1,1,1,3,1-1-1,Disengaged Low-Value
15504,156,3,294.17,2,3,2,7,2-3-2,Fading Customers
15506,17,3,903.09,4,3,4,11,4-3-4,Loyal Mid-Tier
15509,16,1,71.86,4,1,1,6,4-1-1,Promising Newcomers
15512,26,1,106.38,4,1,1,6,4-1-1,Promising Newcomers
15513,35,13,2340.99,4,5,5,14,4-5-5,High-Value Regulars
15514,15,7,1646.16,5,5,5,15,5-5-5,High-Value Regulars
15515,23,1,91.65,4,1,1,6,4-1-1,Promising Newcomers
15518,15,7,1708.85,5,5,5,15,5-5-5,High-Value Regulars
15519,19,2,156.15,4,3,1,8,4-3-1,Occasional Browsers
15521,36,8,2269.26,4,5,5,14,4-5-5,High-Value Regulars
15523,51,10,813.14,3,5,4,12,3-5-4,Loyal Mid-Tier
15524,242,1,15.0,1,1,1,3,1-1-1,Disengaged Low-Value
15525,9,2,343.38,5,3,3,11,5-3-3,Loyal Mid-Tier
15527,30,14,1904.51,4,5,5,14,4-5-5,High-Value Regulars
15529,2,2,998.82,5,3,4,12,5-3-4,Loyal Mid-Tier
15530,148,1,202.69,2,1,2,5,2-1-2,Disengaged Low-Value
15532,12,6,1653.12,5,5,5,15,5-5-5,High-Value Regulars
15534,361,1,154.3,1,1,1,3,1-1-1,Disengaged Low-Value
15535,40,2,317.17,3,3,3,9,3-3-3,Loyal Mid-Tier
15536,45,1,228.49,3,1,2,6,3-1-2,Occasional Browsers
15540,11,1,239.82,5,1,2,8,5-1-2,Promising Newcomers
15542,148,3,709.16,2,4,4,10,2-4-4,Dormant Spenders
15543,95,1,88.9,2,1,1,4,2-1-1,Disengaged Low-Value
15544,8,12,3789.46,5,5,5,15,5-5-5,High-Value Regulars
15545,7,1,100.98,5,1,1,7,5-1-1,Promising Newcomers
15547,12,12,3892.72,5,5,5,15,5-5-5,High-Value Regulars
15548,231,1,98.74,1,1,1,3,1-1-1,Disengaged Low-Value
15549,57,5,504.0,3,4,3,10,3-4-3,Loyal Mid-Tier
15550,14,8,1094.47,5,5,4,14,5-5-4,High-Value Regulars
15551,30,6,1117.4,4,5,4,13,4-5-4,High-Value Regulars
15552,259,1,131.2,1,1,1,3,1-1-1,Disengaged Low-Value
15555,1,21,5218.94,5,5,5,15,5-5-5,High-Value Regulars
15558,275,1,71.53,1,1,1,3,1-1-1,Disengaged Low-Value
15559,204,1,936.4,1,1,4,6,1-1-4,Dormant Spenders
15560,33,2,153.52,4,3,1,8,4-3-1,Occasional Browsers
15561,19,4,558.12,4,4,3,11,4-4-3,Loyal Mid-Tier
15562,60,2,120.86,3,3,1,7,3-3-1,Fading Customers
15563,150,3,1226.96,2,4,4,10,2-4-4,Dormant Spenders
15564,99,2,70.74,2,3,1,6,2-3-1,Fading Customers
15566,28,2,213.37,4,3,2,9,4-3-2,Occasional Browsers
15569,26,5,362.56,4,4,3,11,4-4-3,Loyal Mid-Tier
15570,5,13,3256.64,5,5,5,15,5-5-5,High-Value Regulars
15571,22,10,2376.89,4,5,5,14,4-5-5,High-Value Regulars
15572,16,3,1122.47,4,4,4,12,4-4-4,High-Value Regulars
15573,254,3,430.93,1,4,3,8,1-4-3,Occasional Browsers
15574,8,3,563.76,5,4,3,12,5-4-3,Loyal Mid-Tier
15575,255,1,30.1,1,1,1,3,1-1-1,Disengaged Low-Value
15577,359,2,97.35,1,3,1,5,1-3-1,Occasional Browsers
15579,19,3,636.63,4,4,4,12,4-4-4,High-Value Regulars
15580,12,8,1138.09,5,5,4,14,5-5-4,High-Value Regulars
15581,2,26,3147.76,5,5,5,15,5-5-5,High-Value Regulars
15583,12,1,87.46,5,1,1,7,5-1-1,Promising Newcomers
15584,35,2,408.09,4,3,3,10,4-3-3,Loyal Mid-Tier
15586,228,3,555.9,1,4,3,8,1-4-3,Occasional Browsers
15590,18,5,1337.3,4,4,5,13,4-4-5,High-Value Regulars
15591,218,2,53.2,1,3,1,5,1-3-1,Occasional Browsers
15595,123,1,64.8,2,1,1,4,2-1-1,Disengaged Low-Value
15596,1,5,1318.35,5,4,5,14,5-4-5,High-Value Regulars
15597,211,1,238.8,1,1,2,4,1-1-2,Disengaged Low-Value
15598,63,1,297.39,3,1,2,6,3-1-2,Occasional Browsers
15599,81,1,433.12,2,1,3,6,2-1-3,Occasional Browsers
15600,64,4,910.04,3,4,4,11,3-4-4,Loyal Mid-Tier
15601,8,17,6337.2,5,5,5,15,5-5-5,High-Value Regulars
15602,4,8,1161.9,5,5,4,14,5-5-4,High-Value Regulars
15603,284,1,40.0,1,1,1,3,1-1-1,Disengaged Low-Value
15605,9,5,650.92,5,4,4,13,5-4-4,High-Value Regulars
15606,26,8,789.95,4,5,4,13,4-5-4,High-Value Regulars
15607,179,8,1102.56,1,5,4,10,1-5-4,Dormant Spenders
15608,51,1,641.95,3,1,4,8,3-1-4,Big Spender Infrequent
15611,37,11,587.43,3,5,4,12,3-5-4,Loyal Mid-Tier
15613,246,1,305.5,1,1,2,4,1-1-2,Disengaged Low-Value
15614,73,4,710.08,2,4,4,10,2-4-4,Dormant Spenders
15615,26,23,6128.71,4,5,5,14,4-5-5,High-Value Regulars
15616,74,1,166.26,2,1,2,5,2-1-2,Disengaged Low-Value
15617,32,3,558.3,4,4,3,11,4-4-3,Loyal Mid-Tier
15620,45,1,304.01,3,1,2,6,3-1-2,Occasional Browsers
15622,63,8,3406.53,3,5,5,13,3-5-5,Loyal Mid-Tier
15623,29,7,1567.62,4,5,5,14,4-5-5,High-Value Regulars
15625,12,5,1499.34,5,4,5,14,5-4-5,High-Value Regulars
15626,57,1,376.6,3,1,3,7,3-1-3,Occasional Browsers
15627,93,2,296.42,2,3,2,7,2-3-2,Fading Customers
15628,2,9,2429.7,5,5,5,15,5-5-5,High-Value Regulars
15629,86,4,1076.0,2,4,4,10,2-4-4,Dormant Spenders
15630,280,1,295.05,1,1,2,4,1-1-2,Disengaged Low-Value
15631,278,1,508.39,1,1,3,5,1-1-3,Occasional Browsers
15633,145,12,2424.13,2,5,5,12,2-5-5,Dormant Spenders
15634,19,1,311.1,4,1,3,8,4-1-3,Promising Newcomers
15636,73,2,520.17,2,3,3,8,2-3-3,Fading Customers
15637,49,3,306.3,3,4,2,9,3-4-2,Occasional Browsers
15638,72,3,132.0,2,4,1,7,2-4-1,Occasional Browsers
15639,87,2,570.96,2,3,3,8,2-3-3,Fading Customers
15640,8,11,3261.88,5,5,5,15,5-5-5,High-Value Regulars
15641,32,8,2578.82,4,5,5,14,4-5-5,High-Value Regulars
15645,50,2,196.21,3,3,2,8,3-3-2,Fading Customers
15646,8,3,453.57,5,4,3,12,5-4-3,Loyal Mid-Tier
15647,51,1,169.0,3,1,2,6,3-1-2,Occasional Browsers
15649,23,1,35.6,4,1,1,6,4-1-1,Promising Newcomers
15650,157,2,451.33,2,3,3,8,2-3-3,Fading Customers
15651,56,2,325.4,3,3,3,9,3-3-3,Loyal Mid-Tier
15652,23,4,531.35,4,4,3,11,4-4-3,Loyal Mid-Tier
15658,8,4,1069.57,5,4,4,13,5-4-4,High-Value Regulars
15659,22,2,83.04,4,3,1,8,4-3-1,Occasional Browsers
15660,1,7,968.92,5,5,4,14,5-5-4,High-Value Regulars
15661,15,6,422.07,5,5,3,13,5-5-3,Loyal Mid-Tier
15662,297,2,145.42,1,3,1,5,1-3-1,Occasional Browsers
15664,85,3,705.85,2,4,4,10,2-4-4,Dormant Spenders
15665,47,3,1491.86,3,4,5,12,3-4-5,Loyal Mid-Tier
15666,108,2,506.33,2,3,3,8,2-3-3,Fading Customers
15670,192,1,80.0,1,1,1,3,1-1-1,Disengaged Low-Value
15672,361,1,32.55,1,1,1,3,1-1-1,Disengaged Low-Value
15673,87,5,1827.17,2,4,5,11,2-4-5,Dormant Spenders
15674,53,8,3319.89,3,5,5,13,3-5-5,Loyal Mid-Tier
15675,40,1,186.55,3,1,2,6,3-1-2,Occasional Browsers
15677,57,2,490.25,3,3,3,9,3-3-3,Loyal Mid-Tier
15678,31,2,979.27,4,3,4,11,4-3-4,Loyal Mid-Tier
15680,2,8,2729.94,5,5,5,15,5-5-5,High-Value Regulars
15681,15,5,401.9,5,4,3,12,5-4-3,Loyal Mid-Tier
15682,235,2,318.24,1,3,3,7,1-3-3,Occasional Browsers
15683,109,1,287.49,2,1,2,5,2-1-2,Disengaged Low-Value
15684,183,3,116.25,1,4,1,6,1-4-1,Occasional Browsers
15685,86,1,38.98,2,1,1,4,2-1-1,Disengaged Low-Value
15688,54,1,172.67,3,1,2,6,3-1-2,Occasional Browsers
15689,253,1,205.98,1,1,2,4,1-1-2,Disengaged Low-Value
15691,30,3,189.3,4,4,2,10,4-4-2,Occasional Browsers
15694,1,9,589.4,5,5,4,14,5-5-4,High-Value Regulars
15695,233,2,493.4,1,3,3,7,1-3-3,Occasional Browsers
15696,59,5,687.86,3,4,4,11,3-4-4,Loyal Mid-Tier
15697,325,1,219.9,1,1,2,4,1-1-2,Disengaged Low-Value
15698,260,1,15.0,1,1,1,3,1-1-1,Disengaged Low-Value
15702,112,1,86.72,2,1,1,4,2-1-1,Disengaged Low-Value
15704,138,2,1048.31,2,3,4,9,2-3-4,Fading Customers
15708,5,3,693.27,5,4,4,13,5-4-4,High-Value Regulars
15709,225,1,73.3,1,1,1,3,1-1-1,Disengaged Low-Value
15710,53,1,708.0,3,1,4,8,3-1-4,Big Spender Infrequent
15711,192,2,384.45,1,3,3,7,1-3-3,Occasional Browsers
15712,15,7,1742.35,5,5,5,15,5-5-5,High-Value Regulars
15713,2,3,511.94,5,4,3,12,5-4-3,Loyal Mid-Tier
15714,89,2,184.93,2,3,2,7,2-3-2,Fading Customers
15715,191,5,574.52,1,4,3,8,1-4-3,Occasional Browsers
15716,5,8,1533.83,5,5,5,15,5-5-5,High-Value Regulars
15717,57,4,338.3,3,4,3,10,3-4-3,Loyal Mid-Tier
15718,176,1,293.79,2,1,2,5,2-1-2,Disengaged Low-Value
15719,17,18,4407.25,4,5,5,14,4-5-5,High-Value Regulars
15720,186,1,91.39,1,1,1,3,1-1-1,Disengaged Low-Value
15722,81,5,895.5,2,4,4,10,2-4-4,Dormant Spenders
15723,47,3,456.86,3,4,3,10,3-4-3,Loyal Mid-Tier
15724,36,1,92.6,4,1,1,6,4-1-1,Promising Newcomers
15726,26,1,199.91,4,1,2,7,4-1-2,Promising Newcomers
15727,23,7,2966.75,4,5,5,14,4-5-5,High-Value Regulars
15728,15,2,166.6,5,3,2,10,5-3-2,Occasional Browsers
15729,36,2,107.55,4,3,1,8,4-3-1,Occasional Browsers
15730,17,2,525.95,4,3,3,10,4-3-3,Loyal Mid-Tier
15731,189,1,125.3,1,1,1,3,1-1-1,Disengaged Low-Value
15732,8,9,1236.66,5,5,4,14,5-5-4,High-Value Regulars
15734,72,2,167.3,2,3,2,7,2-3-2,Fading Customers
15735,57,1,293.78,3,1,2,6,3-1-2,Occasional Browsers
15736,71,2,1240.94,3,3,5,11,3-3-5,Loyal Mid-Tier
15738,8,26,3988.61,5,5,5,15,5-5-5,High-Value Regulars
15741,94,2,195.87,2,3,2,7,2-3-2,Fading Customers
15742,255,1,100.77,1,1,1,3,1-1-1,Disengaged Low-Value
15747,11,6,1171.57,5,5,4,14,5-5-4,High-Value Regulars
15748,85,2,51.1,2,3,1,6,2-3-1,Fading Customers
15750,2,12,3351.44,5,5,5,15,5-5-5,High-Value Regulars
15751,96,10,1000.72,2,5,4,11,2-5-4,Dormant Spenders
15752,8,3,1432.35,5,4,5,14,5-4-5,High-Value Regulars
15754,135,4,1453.34,2,4,5,11,2-4-5,Dormant Spenders
15755,15,11,3238.66,5,5,5,15,5-5-5,High-Value Regulars
15757,22,4,1779.19,4,4,5,13,4-4-5,High-Value Regulars
15759,147,3,115.65,2,4,1,7,2-4-1,Occasional Browsers
15761,78,1,37.95,2,1,1,4,2-1-1,Disengaged Low-Value
15764,70,2,974.32,3,3,4,10,3-3-4,Loyal Mid-Tier
15765,302,1,298.38,1,1,2,4,1-1-2,Disengaged Low-Value
15766,92,2,173.7,2,3,2,7,2-3-2,Fading Customers
15768,112,31,6742.22,2,5,5,12,2-5-5,Dormant Spenders
15769,10,1,30.6,5,1,1,7,5-1-1,Promising Newcomers
15770,248,1,283.2,1,1,2,4,1-1-2,Disengaged Low-Value
15771,240,3,368.65,1,4,3,8,1-4-3,Occasional Browsers
15772,54,1,224.08,3,1,2,6,3-1-2,Occasional Browsers
15773,45,1,122.94,3,1,1,5,3-1-1,Occasional Browsers
15774,54,5,749.84,3,4,4,11,3-4-4,Loyal Mid-Tier
15777,32,3,162.0,4,4,2,10,4-4-2,Occasional Browsers
15778,67,1,282.45,3,1,2,6,3-1-2,Occasional Browsers
15779,99,2,85.83,2,3,1,6,2-3-1,Fading Customers
15782,66,1,154.5,3,1,1,5,3-1-1,Occasional Browsers
15784,103,2,533.48,2,3,3,8,2-3-3,Fading Customers
15785,15,11,1555.65,5,5,5,15,5-5-5,High-Value Regulars
15786,53,2,2828.3,3,3,5,11,3-3-5,Loyal Mid-Tier
15788,144,1,157.33,2,1,1,4,2-1-1,Disengaged Low-Value
15789,67,5,1157.66,3,4,4,11,3-4-4,Loyal Mid-Tier
15791,165,3,1479.32,2,4,5,11,2-4-5,Dormant Spenders
15792,35,2,888.12,4,3,4,11,4-3-4,Loyal Mid-Tier
15793,14,5,120.0,5,4,1,10,5-4-1,Occasional Browsers
15794,373,1,123.15,1,1,1,3,1-1-1,Disengaged Low-Value
15795,66,7,1298.38,3,5,5,13,3-5-5,Loyal Mid-Tier
15796,10,9,1467.52,5,5,5,15,5-5-5,High-Value Regulars
15798,128,3,1382.28,2,4,5,11,2-4-5,Dormant Spenders
15799,54,1,387.68,3,1,3,7,3-1-3,Occasional Browsers
15800,89,5,306.63,2,4,2,8,2-4-2,Occasional Browsers
15803,81,2,515.7,2,3,3,8,2-3-3,Fading Customers
15805,21,13,3391.73,4,5,5,14,4-5-5,High-Value Regulars
15807,44,2,653.88,3,3,4,10,3-3-4,Loyal Mid-Tier
15808,5,18,6905.36,5,5,5,15,5-5-5,High-Value Regulars
15809,95,2,257.04,2,3,2,7,2-3-2,Fading Customers
15810,22,4,1069.76,4,4,4,12,4-4-4,High-Value Regulars
15811,1,2,1202.08,5,3,4,12,5-3-4,Loyal Mid-Tier
15812,71,7,425.02,3,5,3,11,3-5-3,Loyal Mid-Tier
15814,29,2,380.51,4,3,3,10,4-3-3,Loyal Mid-Tier
15816,178,2,93.3,1,3,1,5,1-3-1,Occasional Browsers
15817,56,3,2279.4,3,4,5,12,3-4-5,Loyal Mid-Tier
15818,224,1,123.5,1,1,1,3,1-1-1,Disengaged Low-Value
15819,67,6,1902.06,3,5,5,13,3-5-5,Loyal Mid-Tier
15822,129,4,441.09,2,4,3,9,2-4-3,Occasional Browsers
15823,367,1,2400.67,1,1,5,7,1-1-5,Dormant Spenders
15824,89,2,249.3,2,3,2,7,2-3-2,Fading Customers
15826,204,1,509.26,1,1,3,5,1-1-3,Occasional Browsers
15827,8,15,1021.68,5,5,4,14,5-5-4,High-Value Regulars
15828,11,1,692.57,5,1,4,10,5-1-4,Promising Newcomers
15833,373,1,80.4,1,1,1,3,1-1-1,Disengaged Low-Value
15834,12,3,1302.94,5,4,5,14,5-4-5,High-Value Regulars
15837,121,1,322.38,2,1,3,6,2-1-3,Occasional Browsers
15841,22,4,350.9,4,4,3,11,4-4-3,Loyal Mid-Tier
15842,29,2,389.68,4,3,3,10,4-3-3,Loyal Mid-Tier
15845,172,3,499.96,2,4,3,9,2-4-3,Occasional Browsers
15846,21,1,107.01,4,1,1,6,4-1-1,Promising Newcomers
15847,64,3,356.8,3,4,3,10,3-4-3,Loyal Mid-Tier
15848,257,1,121.04,1,1,1,3,1-1-1,Disengaged Low-Value
15850,12,4,611.18,5,4,4,13,5-4-4,High-Value Regulars
15851,162,1,70.73,2,1,1,4,2-1-1,Disengaged Low-Value
15852,162,1,9.35,2,1,1,4,2-1-1,Disengaged Low-Value
15854,12,8,1083.77,5,5,4,14,5-5-4,High-Value Regulars
15855,112,1,128.8,2,1,1,4,2-1-1,Disengaged Low-Value
15856,1,26,4479.82,5,5,5,15,5-5-5,High-Value Regulars
15857,66,1,73.08,3,1,1,5,3-1-1,Occasional Browsers
15858,3,9,1845.58,5,5,5,15,5-5-5,High-Value Regulars
15859,68,1,244.16,3,1,2,6,3-1-2,Occasional Browsers
15860,4,10,1196.08,5,5,4,14,5-5-4,High-Value Regulars
15861,92,4,1037.64,2,4,4,10,2-4-4,Dormant Spenders
15862,9,10,1577.82,5,5,5,15,5-5-5,High-Value Regulars
15863,253,3,245.11,1,4,2,7,1-4-2,Occasional Browsers
15864,17,1,12.6,4,1,1,6,4-1-1,Promising Newcomers
15865,49,2,930.03,3,3,4,10,3-3-4,Loyal Mid-Tier
15867,5,16,3746.16,5,5,5,15,5-5-5,High-Value Regulars
15868,219,1,41.43,1,1,1,3,1-1-1,Disengaged Low-Value
15869,262,1,171.47,1,1,2,4,1-1-2,Disengaged Low-Value
15870,32,3,291.47,4,4,2,10,4-4-2,Occasional Browsers
15871,73,1,6.7,2,1,1,4,2-1-1,Disengaged Low-Value
15872,14,2,306.7,5,3,2,10,5-3-2,Occasional Browsers
15874,23,12,2977.81,4,5,5,14,4-5-5,High-Value Regulars
15875,282,1,108.52,1,1,1,3,1-1-1,Disengaged Low-Value
15878,197,2,206.06,1,3,2,6,1-3-2,Occasional Browsers
15879,40,3,733.91,3,4,4,11,3-4-4,Loyal Mid-Tier
15880,5,1,292.18,5,1,2,8,5-1-2,Promising Newcomers
15882,4,5,518.65,5,4,3,12,5-4-3,Loyal Mid-Tier
15884,68,2,96.7,3,3,1,7,3-3-1,Fading Customers
15885,52,9,578.07,3,5,3,11,3-5-3,Loyal Mid-Tier
15886,52,3,391.3,3,4,3,10,3-4-3,Loyal Mid-Tier
15887,191,1,383.15,1,1,3,5,1-1-3,Occasional Browsers
15888,36,2,139.0,4,3,1,8,4-3-1,Occasional Browsers
15889,5,7,1069.23,5,5,4,14,5-5-4,High-Value Regulars
15890,30,3,96.65,4,4,1,9,4-4-1,Occasional Browsers
15892,305,1,94.75,1,1,1,3,1-1-1,Disengaged Low-Value
15894,5,1,143.49,5,1,1,7,5-1-1,Promising Newcomers
15898,3,22,3581.73,5,5,5,15,5-5-5,High-Value Regulars
15899,4,1,43.5,5,1,1,7,5-1-1,Promising Newcomers
15900,49,3,370.73,3,4,3,10,3-4-3,Loyal Mid-Tier
15901,87,2,291.24,2,3,2,7,2-3-2,Fading Customers
15902,16,1,107.85,4,1,1,6,4-1-1,Promising Newcomers
15903,113,1,61.2,2,1,1,4,2-1-1,Disengaged Low-Value
15905,179,1,98.79,1,1,1,3,1-1-1,Disengaged Low-Value
15906,10,3,350.1,5,4,3,12,5-4-3,Loyal Mid-Tier
15908,148,1,146.39,2,1,1,4,2-1-1,Disengaged Low-Value
15910,36,7,1256.43,4,5,5,14,4-5-5,High-Value Regulars
15911,259,8,1482.24,1,5,5,11,1-5-5,Dormant Spenders
15912,72,7,435.32,2,5,3,10,2-5-3,Occasional Browsers
15913,170,1,6.3,2,1,1,4,2-1-1,Disengaged Low-Value
15914,14,2,44.73,5,3,1,9,5-3-1,Occasional Browsers
15915,37,1,286.26,3,1,2,6,3-1-2,Occasional Browsers
15916,2,6,1262.03,5,5,5,15,5-5-5,High-Value Regulars
15917,242,4,348.27,1,4,3,8,1-4-3,Occasional Browsers
15918,267,1,248.65,1,1,2,4,1-1-2,Disengaged Low-Value
15919,4,1,172.13,5,2,2,9,5-2-2,Promising Newcomers
15920,60,4,173.14,3,4,2,9,3-4-2,Occasional Browsers
15921,32,3,283.48,4,4,2,10,4-4-2,Occasional Browsers
15922,9,1,167.6,5,2,2,9,5-2-2,Promising Newcomers
15923,8,1,78.3,5,2,1,8,5-2-1,Promising Newcomers
15924,367,1,77.75,1,2,1,4,1-2-1,Disengaged Low-Value
15926,178,1,82.54,1,2,1,4,1-2-1,Disengaged Low-Value
15927,283,1,93.1,1,2,1,4,1-2-1,Disengaged Low-Value
15928,292,1,101.53,1,2,1,4,1-2-1,Disengaged Low-Value
15931,64,1,199.95,3,2,2,7,3-2-2,Fading Customers
15934,53,1,29.52,3,2,1,6,3-2-1,Fading Customers
15936,15,2,241.39,5,3,2,10,5-3-2,Occasional Browsers
15938,92,4,310.33,2,4,2,8,2-4-2,Occasional Browsers
15939,10,1,690.04,5,2,4,11,5-2-4,Promising Newcomers
15943,285,2,232.14,1,3,2,6,1-3-2,Occasional Browsers
15944,29,3,317.4,4,4,3,11,4-4-3,Loyal Mid-Tier
15945,1,4,186.41,5,4,2,11,5-4-2,Occasional Browsers
15946,138,1,15.0,2,2,1,5,2-2-1,Fading Customers
15948,60,1,530.45,3,2,3,8,3-2-3,Fading Customers
15950,11,6,2983.98,5,5,5,15,5-5-5,High-Value Regulars
15951,17,1,229.45,4,2,2,8,4-2-2,Promising Newcomers
15953,5,10,699.43,5,5,4,14,5-5-4,High-Value Regulars
15954,225,1,151.75,1,2,1,4,1-2-1,Disengaged Low-Value
15955,8,8,3129.62,5,5,5,15,5-5-5,High-Value Regulars
15956,187,1,249.95,1,2,2,5,1-2-2,Disengaged Low-Value
15957,56,2,475.46,3,3,3,9,3-3-3,Loyal Mid-Tier
15958,39,3,313.02,3,4,3,10,3-4-3,Loyal Mid-Tier
15959,318,2,403.39,1,3,3,7,1-3-3,Occasional Browsers
15960,10,4,303.45,5,4,2,11,5-4-2,Occasional Browsers
15961,15,1,183.92,5,2,2,9,5-2-2,Promising Newcomers
15962,85,1,280.98,2,2,2,6,2-2-2,Fading Customers
15964,299,1,269.21,1,2,2,5,1-2-2,Disengaged Low-Value
15965,3,8,1508.31,5,5,5,15,5-5-5,High-Value Regulars
15966,86,1,426.53,2,2,3,7,2-2-3,Fading Customers
15967,15,10,2074.87,5,5,5,15,5-5-5,High-Value Regulars
15968,24,1,295.1,4,2,2,8,4-2-2,Promising Newcomers
15969,61,2,177.9,3,3,2,8,3-3-2,Fading Customers
15970,234,1,182.72,1,2,2,5,1-2-2,Disengaged Low-Value
15972,92,4,1128.53,2,4,4,10,2-4-4,Dormant Spenders
15973,2,2,104.6,5,3,1,9,5-3-1,Occasional Browsers
15976,46,4,1027.22,3,4,4,11,3-4-4,Loyal Mid-Tier
